,Nº Registro,Medicamento,Laboratorio,Fecha Aut.,Estado,Fecha Estado,Cód. ATC,Principios Activos,Nº P. Activos,¿Comercializado?,¿Triangulo Amarillo?,Observaciones,¿Sustituible?,¿Afecta conducción?,¿Problemas de suministro?,nombre
10520,1241801007,PYZCHIVA 45 MG SOLUCION INYECTABLE,Samsung Bioepis Nl B.V.,28/08/2025,Autorizado,29/08/2025,L04AC05,USTEKINUMAB,1,NO,SI,Diagnóstico Hospitalario,Biológicos,NO,NO,PYZCHIVA
10521,1241810002,FUMARATO DE DIMETILO NEURAXPHARM 120 MG CAPSULAS DURAS GASTRORRESISTENTES EFG,Neuraxpharm Pharmaceuticals S.L.,07/05/2024,Autorizado,08/05/2024,L04AX07,FUMARATO DE DIMETILO,1,NO,NO,Uso Hospitalario,,NO,NO,FUMARATO
10522,1241819001,"ERIBULINA BAXTER 0,44 MG/ML SOLUCION INYECTABLE EFG",Baxter Holding B.V.,15/07/2024,Autorizado,16/07/2024,L01XX41,ERIBULINA MESILATO,1,SI,NO,Uso Hospitalario,,SI,NO,ERIBULINA
10523,53684,HIDROFEROL CHOQUE 3 mg SOLUCION ORAL,Faes Farma S.A.,01/10/1976,Autorizado,01/10/1976,A11CC06,CALCIFEDIOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,HIDROFEROL
10524,5370168,"DAYLETTE 3 MG/0,02 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",Gedeon Richter Plc.,29/07/2019,Anulado,17/12/2024,G03AA12,"DROSPIRENONA, ETINILESTRADIOL",2,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,DAYLETTE
10525,53775,LOMPER 20 mg/ml SUSPENSION ORAL,Esteve Pharmaceuticals S.A.,01/11/1976,Autorizado,01/11/1976,P02CA01,MEBENDAZOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,LOMPER
10526,53833,SUPOSITORIOS DE GLICERINA CUVE ADULTOS,Pharmex Pharma S.L.U.,01/01/1980,Autorizado,04/09/2018,A06AX01,GLICEROL,1,SI,NO,Sin Receta,,NO,NO,SUPOSITORIOS
10527,53885,DUNA 5 mg CAPSULAS DURAS,Meiji Pharma Spain S.A.,01/02/1977,Anulado,05/06/2025,N05BA14,PINAZEPAM,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Psicótropos,,SI,NO,DUNA
10528,54830,CUPRIPEN 50 mg COMPRIMIDOS,Laboratorios Rubio S.A.,01/03/1979,Autorizado,01/03/1979,M01CC01,PENICILAMINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,CUPRIPEN
10529,55005,VOLTAREN 50 mg COMPRIMIDOS GASTRORRESISTENTES,Novartis Farmaceutica S.A.,01/12/1979,Autorizado,01/12/1979,M01AB05,DICLOFENACO SODICO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,VOLTAREN
10530,55010,VOLTAREN 75 mg SOLUCION INYECTABLE,Novartis Farmaceutica S.A.,01/12/1979,Autorizado,01/12/1979,M01AB05,DICLOFENACO SODICO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,VOLTAREN
10531,55034,ULTRACAIN CON ADRENALINA 40 MG/ML + 5 MICROGRAMOS/ML SOLUCION INYECTABLE,Laboratorios Normon S.A.,01/06/1979,Autorizado,01/06/1979,N01BB58,"EPINEFRINA, ARTICAINA HIDROCLORURO",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ULTRACAIN
10532,55063,MINIPRES 2 mg COMPRIMIDOS,Pfizer S.L.,01/12/1979,Autorizado,01/12/1979,C02CA01,PRAZOSINA HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,MINIPRES
10533,55211,DIANBEN 850 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,Merck Sante,01/01/1982,Autorizado,01/01/1982,A10BA02,METFORMINA HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,DIANBEN
10534,55215,ERNODASA CÁPSULAS DURAS,Laboratorios Ern S.A.,01/09/1981,Autorizado,01/09/1981,B01AD01,"ESTREPTODORNASA, ESTREPTOQUINASA",2,SI,NO,Medicamento Sujeto A Prescripción Médica,Biológicos,NO,NO,ERNODASA
10535,55285,MASDIL 60mg COMPRIMIDOS,Esteve Pharmaceuticals S.A.,01/06/1980,Autorizado,01/06/1980,C08DB01,DILTIAZEM HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,MASDIL
10536,57233,DUMIROX 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,Viatris Healthcare Limited,01/06/1987,Autorizado,01/06/1987,N06AB08,FLUVOXAMINA MALEATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,DUMIROX
10537,57280,RINGER GRIFOLS SOLUCION PARA PERFUSION,Laboratorios Grifols S.A.,01/04/1988,Anulado,27/05/2024,B05BB01,"CLORURO DE POTASIO, SODIO CLORURO, CALCIO CLORURO DIHIDRATO",3,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,RINGER
10538,57304,CANESPIE BIFONAZOL 10 mg/ml SOLUCION PARA PULVERIZACION CUTANEA,Bayer Hispania S.L.,01/06/1987,Autorizado,01/06/1987,D01AC10,BIFONAZOL,1,SI,NO,Sin Receta,,NO,NO,CANESPIE
10539,57327,CUSICROM FUERTE OFTÁLMICO 40 mg/ml COLIRIO EN SOLUCIÓN,Novartis Farmaceutica S.A.,01/03/1987,Anulado,04/03/2025,S01GX01,CROMOGLICATO DE SODIO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,CUSICROM
10540,57356,"KYBERNIN P 500 UI, POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE O PERFUSION",Csl Behring S.A.,01/03/1988,Autorizado,01/03/1988,B01AB02,ANTITROMBINA III HUMANA,1,SI,NO,Uso Hospitalario,Biológicos,NO,NO,KYBERNIN
10541,57369,PEROXIBEN 25 mg/g GEL,Isdin S.A.,01/02/1989,Autorizado,01/02/1989,D10AE01,BENZOILO PEROXIDO,1,SI,NO,Sin Receta,,NO,NO,PEROXIBEN
10542,57416,METOTREXATO WYETH 5 g SOLUCION INYECTABLE,Wyeth Farma S.A.,01/07/1990,Anulado,13/04/2021,L01BA01,METOTREXATO SODIO,1,NO,NO,Uso Hospitalario,,NO,NO,METOTREXATO
10543,37725,MEPIVACAINA PHYSAN 20 mg/ml SOLUCION INYECTABLE,Laphysan S.A.U.,01/05/1962,Autorizado,01/05/1962,N01BB03,MEPIVACAINA HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,MEPIVACAINA
10544,37925,PROCAINA SERRA 20 MG/ML SOLUCION INYECTABLE,Laboratorios Serra Pamies S.A.,01/05/1952,Autorizado,01/05/1952,N01BA02,PROCAINA HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,PROCAINA
10545,38243,SULFINTESTIN NEOMICINA COMPRIMIDOS,Laboratorios Normon S.A.,01/10/1962,Anulado,16/06/2022,A07AA51,"FORMILSULFATIAZOL, DIHIDROESTREPTOMICINA SULFATO, NEOMICINA SULFATO",3,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,SULFINTESTIN
10546,38249,INISTON TOS Y CONGESTION JARABE,Jntl Consumer Health (Spain) S.L.,01/12/1962,Autorizado,01/12/1962,R05DA20,"TRIPROLIDINA HIDROCLORURO, PSEUDOEFEDRINA HIDROCLORURO, DEXTROMETORFANO HIDROBROMURO",3,SI,NO,Sin Receta,,NO,NO,INISTON
10547,39002,GLUCOSALINO BRAUN 5% SOLUCION PARA PERFUSION,B Braun Medical S.A.,01/03/1963,Autorizado,01/03/1963,B05BB92,"GLUCOSA MONOHIDRATO, SODIO CLORURO",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,GLUCOSALINO
10548,39005,"FISIOLOGICO B. BRAUN 0,9% SOLUCION PARA PERFUSION",B Braun Medical S.A.,01/03/1963,Autorizado,01/03/1963,B05BB91,SODIO CLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,FISIOLOGICO
10549,39295,PECTODIL 2 mg/ml SOLUCION ORAL/CONCENTRADO PARA SOLUCION PARA INHALACION POR NEBULIZADOR,Opella Healthcare Spain S.L.,01/04/1967,Anulado,27/02/2024,R05CB02,BROMHEXINA HIDROCLORURO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,Medicamentos para el aparato respiratorio administrados por vía inhalatoria,NO,NO,PECTODIL
10550,39384,APIROSERUM GLUCOSADO ISOTONICO SOLUCION PARA PERFUSION,"Fresenius Kabi España, S.A.U.",01/10/1963,Anulado,30/09/2024,B05BA03,GLUCOSA ANHIDRA,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,APIROSERUM
10551,39393,SYNTOCINON 10UI/ML SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN,Alfasigma S.P.A.,01/11/1963,Autorizado,01/11/1963,H01BB02,OXITOCINA,1,SI,NO,Uso Hospitalario,,NO,NO,SYNTOCINON
10552,39409,VALIUM 5mg COMPRIMIDOS,Atnahs Pharma Netherlands Bv.,01/11/1963,Autorizado,01/11/1963,N05BA01,DIAZEPAM,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Psicótropos,,SI,NO,VALIUM
10553,3941,OPTALIDON GRAGEAS,Perrigo Espana S.A.,01/03/1930,Anulado,08/07/2021,N02BB54,"CAFEINA ANHIDRA, PROPIFENAZONA",2,NO,NO,Sin Receta,,NO,NO,OPTALIDON
10554,55838,SUERORAL CASEN POLVO PARA SOLUCION ORAL,Casen Recordati S.L.,01/07/1982,Autorizado,01/07/1982,A07CA91,"GLUCOSA, CLORURO DE POTASIO, SODIO CLORURO, CITRATO TRISODIO",4,SI,NO,Sin Receta,,NO,NO,SUERORAL
10555,55876,TIMOLOL SANDOZ 5 MG/ML COLIRIO EN SOLUCION EFG,Sandoz Farmaceutica S.A.,01/07/1982,Suspenso,15/04/2025,S01ED01,TIMOLOL MALEATO,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,TIMOLOL
10556,55939,CAPTOPRIL QUALIGEN 50 mg COMPRIMIDOS,Neuraxpharm Spain S.L.,01/11/1982,Autorizado,01/11/1982,C09AA01,CAPTOPRIL,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,CAPTOPRIL
10557,56027,"TRANKIMAZIN 0,25 mg COMPRIMIDOS",Viatris Healthcare Limited,01/10/1983,Autorizado,01/10/1983,N05BA12,ALPRAZOLAM,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Psicótropos,,SI,NO,TRANKIMAZIN
10558,58852,"SUNIDERMA 1,27 mg/g POMADA",Laboratoires Bailleul S.A.,01/11/1991,Autorizado,01/11/1991,D07AC16,HIDROCORTISONA ACEPONATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,SUNIDERMA
10559,58899,ALDOSOMNIL 2 mg,Laboratorio Aldo Union S.L.,01/11/1998,Autorizado,01/11/1998,N05CD06,LORMETAZEPAM,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Psicótropos,,SI,NO,ALDOSOMNIL
10560,58903,KABIPAC GLUCOSA 5% SOLUCION PARA PERFUSION,"Fresenius Kabi España, S.A.U.",01/06/1990,Autorizado,01/06/1990,B05BA03,GLUCOSA ANHIDRA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,KABIPAC
10561,58931,HIDONAC ANTIDOTO 200 MG/ML CONCENTRADO PARA SOLUCION PARA PERFUSION,Zambon S.A.U.,01/04/1992,Autorizado,01/04/1992,V03AB23,ACETILCISTEINA,1,SI,NO,Uso Hospitalario,,NO,NO,HIDONAC
10562,58976,TORADOL 30 mg/1 ml SOLUCION INYECTABLE,Atnahs Pharma Netherlands Bv.,01/07/1991,Autorizado,01/07/1991,M01AB15,KETOROLACO TROMETAMOL,1,SI,NO,Uso Hospitalario,,NO,NO,TORADOL
10563,59039,ELEBLOC 20 mg/ml COLIRIO EN SOLUCION,Immedica Pharma Ab,01/05/1991,Autorizado,01/05/1991,S01ED05,CARTEOLOL HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,ELEBLOC
10564,59069,ZOFRAN 4 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,Bexal Farmaceutica S.A.,01/06/1991,Autorizado,01/06/1991,A04AA01,ONDANSETRON HIDROCLORURO DIHIDRATO,1,SI,NO,Diagnóstico Hospitalario,,NO,NO,ZOFRAN
10565,59070,ZOFRAN 8 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,Bexal Farmaceutica S.A.,01/06/1991,Autorizado,01/06/1991,A04AA01,ONDANSETRON HIDROCLORURO DIHIDRATO,1,SI,NO,Diagnóstico Hospitalario,,NO,NO,ZOFRAN
10566,59130,LINCIL 30 mg COMPRIMIDOS,Kern Pharma S.L.,01/11/1991,Anulado,29/04/2021,C08CA04,NICARDIPINO HIDROCLORURO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,LINCIL
10567,59182,PANTOK 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,Lacer S.A.,01/11/1991,Autorizado,01/11/1991,C10AA01,SIMVASTATINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,PANTOK
10568,42221,MORFINA B. BRAUN 10 mg/ml SOLUCION INYECTABLE,B Braun Medical S.A.,01/12/1965,Autorizado,01/12/1965,N02AA01,MORFINA HIDROCLORURO TRIHIDRATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Estupefacientes,,SI,NO,MORFINA
10569,42250,ETOSUXIMIDA FAES 250 mg CAPSULAS DURAS,Faes Farma S.A.,01/01/1966,Autorizado,01/01/1966,N03AD01,ETOSUXIMIDA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,SI,NO,ETOSUXIMIDA
10570,42509,MICRALAX CITRATO/LAURIL SULFOACETATO 450 mg/45 mg solucion rectal,Jntl Consumer Health (Spain) S.L.,01/01/1966,Autorizado,01/01/1966,A06AG11,"CITRATO SODIO, LAURILSULFOACETATO SODIO",2,SI,NO,Sin Receta,,NO,NO,MICRALAX
10571,58403,CYTOTEC 200 MICROGRAMOS COMPRIMIDOS,Pfizer S.L.,01/10/1989,Autorizado,01/10/1989,A02BB01,MISOPROSTOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,CYTOTEC
10572,58415,OFTALMOLOSA CUSI ANTIEDEMA 50 MG/G POMADA OFTÁLMICA,Omnivision Gmbh,01/07/1990,Autorizado,01/07/1990,S01XA03,SODIO CLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,OFTALMOLOSA
10573,58449,"SUERO FISIOLOGICO BRAUN 0,9% disolvente para uso parenteral",B Braun Medical S.A.,01/07/1991,Autorizado,01/07/1991,V07AB92,SODIO CLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,SUERO
10574,58470,STILNOX 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,Sanofi Aventis S.A.,01/12/1990,Autorizado,01/12/1990,N05CF02,ZOLPIDEM TARTRATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Psicótropos,,SI,NO,STILNOX
10575,58483,MASDIL RETARD 120 mg COMPRIMIDOS DE LIBERACION PROLONGADA,Esteve Pharmaceuticals S.A.,01/10/1989,Autorizado,01/10/1989,C08DB01,DILTIAZEM HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,MASDIL
10576,58536,"FRAGMIN 2.500 UI/0,2 ml SOLUCION INYECTABLE EN JERINGAS PRECARGADAS",Pfizer S.L.,01/11/1989,Autorizado,01/11/1989,B01AB04,DALTEPARINA SODICA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,Biológicos,NO,NO,FRAGMIN
10577,58603,"ZOLADEX 3,6 mg IMPLANTE EN JERINGA PRECARGADA",Astrazeneca Farmaceutica Spain S.A.,01/05/1990,Autorizado,01/05/1990,L02AE03,GOSERELINA ACETATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ZOLADEX
10578,5861646,CITRAFLEET SOLUCION ORAL,Casen Recordati S.L.,16/09/2025,Autorizado,17/09/2025,A06AB58,"PICOSULFATO SODIO, CITRICO ACIDO, MAGNESIO OXIDO LIGERO",3,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,CITRAFLEET
10579,58644,NIMODIPINO REMONTAL 30 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,Neuraxpharm Spain S.L.,01/10/1991,Anulado,23/02/2024,C08CA06,NIMODIPINO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,NIMODIPINO
10580,59552,CIBACEN 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,Meda Pharma S.L.,01/10/1992,Anulado,08/08/2025,C09AA07,BENAZEPRIL HIDROCLORURO,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,CIBACEN
10581,59553,CIBACEN 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,Meda Pharma S.L.,01/10/1992,Anulado,08/08/2025,C09AA07,BENAZEPRIL HIDROCLORURO,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,CIBACEN
10582,59559,SANDOSTATIN 100 microgramos/ml SOLUCION INYECTABLE Y PARA PERFUSION,Novartis Farmaceutica S.A.,01/03/1993,Autorizado,01/03/1993,H01CB02,OCTREOTIDA,1,SI,NO,Diagnóstico Hospitalario,,NO,NO,SANDOSTATIN
10583,59583,"PRINIVIL PLUS 20 mg/12,5 mg COMPRIMIDOS",Pan Quimica Farmaceutica S.A.,01/02/1993,Autorizado,01/02/1993,C09BA03,"HIDROCLOROTIAZIDA, LISINOPRIL",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,PRINIVIL
10584,59587,FERPLEX 40 mg SOLUCION ORAL,Italfarmaco S.A.,01/02/1993,Autorizado,01/02/1993,B03AB09,PROTEINSUCCINILATO HIERRO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,FERPLEX
10585,59600,CUROSURF 240,Chiesi España S.A.U.,01/11/1992,Autorizado,01/11/1992,R07AA02,TENSIOACTIVO PULMONAR PORCINO,1,SI,NO,Uso Hospitalario,Biológicos,NO,NO,CUROSURF
10586,59620,ZITROMAX 250 mg POLVO PARA SUSPENSION ORAL EN SOBRE,Pfizer S.L.,01/12/1992,Autorizado,01/12/1992,J01FA10,AZITROMICINA DIHIDRATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ZITROMAX
10587,59638,EMPORTAL 10 g POLVO PARA SOLUCION ORAL,Angelini Pharma Espana S.L.,01/03/1993,Autorizado,01/03/1993,A06AD12,LACTITOL MONOHIDRATO,1,SI,NO,Sin Receta,,NO,NO,EMPORTAL
10588,433630100IP1,MAXALT 10 MG COMPRIMIDOS,Organon Healthcare Gmbh,30/10/2025,Autorizado,31/10/2025,N02CC04,RIZATRIPTAN BENZOATO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,MAXALT
10589,43523,DEPRELIO 25 mg CAPSULAS DURAS,Laboratorio Estedi S.L.,01/10/1966,Autorizado,01/10/1966,N06AA09,AMITRIPTILINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,DEPRELIO
10590,57757,"FLOLAN 0,5 mg POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION",Glaxosmithkline S.A.,01/05/1988,Autorizado,01/05/1988,B01AC09,EPOPROSTENOL SODICO,1,SI,NO,Uso Hospitalario,,NO,NO,FLOLAN
10591,57773,RENITEC 20 mg COMPRIMIDOS,Organon Salud S.L.,01/05/1988,Autorizado,01/05/1988,C09AA02,ENALAPRIL MALEATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,RENITEC
10592,57812,FUCITHALMIC 10 mg/g GEL OFTALMICO,Amdipharm Limited,01/11/1990,Autorizado,01/11/1990,S01AA13,FUSIDICO ACIDO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,SI,FUCITHALMIC
10593,57817,DEZACOR 6 mg COMPRIMIDOS,Faes Farma S.A.,01/03/1990,Autorizado,01/03/1990,H02AB13,DEFLAZACORT,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,DEZACOR
10594,57896,CRECIL 500 mg CAPSULAS DURAS,Laboratorios Vinas S.A.,01/09/1989,Autorizado,01/09/1989,A16AA,CISTINA,1,SI,NO,Sin Receta,,NO,NO,CRECIL
10595,57897,MST CONTINUS 30 mg COMPRIMIDOS DE LIBERACION PROLONGADA,Mundipharma Pharmaceuticals S.L.,01/09/1988,Autorizado,01/09/1988,N02AA01,MORFINA SULFATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Estupefacientes,,SI,NO,MST
10596,57930,"FLUTOX 10 mg, COMPRIMIDOS RECUBIERTOS",Zambon S.A.U.,01/12/1988,Autorizado,01/12/1988,R05DB21,CLOPERASTINA HIDROCLORURO,1,SI,NO,Sin Receta,,NO,SI,FLUTOX
10597,34009325988541,ULTRA LEVURA 50 MG CAPSULAS DURAS,Biocodex,22/09/2016,Anulado,09/08/2023,A07FA02,SACCHAROMYCES BOULARDII,1,NO,NO,Sin Receta,Biológicos,NO,NO,ULTRA
10598,3400934794346IP1,MAXALT MAX 10 MG LIOFILIZADO ORAL,Organon France,24/02/2023,Autorizado,25/02/2023,N02CC04,RIZATRIPTAN BENZOATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,MAXALT
10599,3400935528988,NOVIDOL 50 MG/G GEL,Menarini France S.A.,27/06/2019,Autorizado,28/06/2019,M02AA13,IBUPROFENO,1,SI,NO,Sin Receta,,NO,NO,NOVIDOL
10600,3400935931016,LIPOLASIC 2 mg/g GEL OFTALMICO,Laboratoire Chauvin,13/07/2020,Autorizado,14/07/2020,S01XA20,CARBOMERO,1,SI,NO,Sin Receta,,NO,NO,LIPOLASIC
10601,3400936413726IP,NORLEVO 1500 MICROGRAMOS COMPRIMIDO,Laboratoire Hra Pharma,16/06/2014,Autorizado,16/06/2014,G03AD01,LEVONORGESTREL,1,SI,NO,Sin Receta,,NO,NO,NORLEVO
10602,3400937307567IP,"POSTINOR 1,5 mg COMPRIMIDO",Gedeon Richter Plc.,21/10/2024,Autorizado,22/10/2024,G03AD01,LEVONORGESTREL,1,SI,NO,Sin Receta,,NO,NO,POSTINOR
10603,3400937596138,GESTINYL 20/75 microgramos comprimidos recubiertos,Effik,30/04/2013,Autorizado,30/04/2013,G03AA10,"ETINILESTRADIOL, GESTODENO",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,GESTINYL
10604,34009_354_430_9_0,"ZOMIG 2,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA",Laboratoires Grunenthal,06/04/2021,Autorizado,07/04/2021,N02CC03,ZOLMITRIPTAN,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,ZOMIG
10605,56825,GINE-CANESTEN 20 mg/g CREMA VAGINAL,Bayer Hispania S.L.,01/11/1985,Autorizado,01/11/1985,G01AF02,CLOTRIMAZOL,1,SI,NO,Sin Receta,,NO,NO,GINE-CANESTEN
10606,56864,SECALIP 250 mg CAPSULAS DURAS DE LIBERACION PROLONGADA,Lacer S.A.,01/01/1986,Autorizado,01/01/1986,C10AB05,FENOFIBRATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,SECALIP
10607,56868,HAEMATE P 2400/1000 UI POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE O PERFUSION.,Csl Behring S.A.,01/01/1986,Autorizado,01/01/1986,B02BD06,"FACTOR VIII, FACTOR VON WILLEBRAND",2,SI,NO,Uso Hospitalario,Biológicos,NO,NO,HAEMATE
10608,56872_03-08-2011,VISCOFRESH 5 MG/ML COLIRIO EN SOLUCION EN ENVASE UNIDOSIS,Allergan Pharmaceuticals Ireland,05/06/2018,Autorizado,06/06/2018,S01XA20,CARMELOSA SODICA,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,VISCOFRESH
10609,56886,CICLOCHEM POLVO,Ferrer Internacional S.A.,01/10/1986,Anulado,20/02/2025,D01AE14,CICLOPIROX OLAMINA,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,CICLOCHEM
10610,56945,UNIKET 40 mg COMPRIMIDOS,Lacer S.A.,01/01/1986,Autorizado,01/01/1986,C01DA14,ISOSORBIDA MONONITRATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,UNIKET
10611,60065,ZITROMAX 1000 mg POLVO PARA SUSPENSION ORAL EN SOBRE,Pfizer S.L.,01/07/1993,Autorizado,01/07/1993,J01FA10,AZITROMICINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ZITROMAX
10612,60066,ZITROMAX 500 mg POLVO PARA SUSPENSION ORAL EN SOBRE,Pfizer S.L.,01/07/1993,Autorizado,01/07/1993,J01FA10,AZITROMICINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ZITROMAX
10613,60071,ZAVEDOS 10 mg POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION,Pfizer S.L.,01/02/1994,Anulado,13/05/2024,L01DB06,IDARUBICINA HIDROCLORURO,1,NO,NO,Uso Hospitalario,,SI,NO,ZAVEDOS
10614,60079,"SYNAREL 200 microgramos, SOLUCION PARA PULVERIZACION NASAL",Pfizer S.L.,01/05/1996,Autorizado,01/05/1996,H01CA02,NAFARELINA ACETATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,SYNAREL
10615,60113,IMUKIN 100 microgramos SOLUCION INYECTABLE,Clinigen Healthcare B.V.,01/06/1994,Autorizado,01/06/1994,L03AB03,INTERFERON GAMMA-1B,1,SI,NO,Diagnóstico Hospitalario,Biológicos,SI,NO,IMUKIN
10616,60117,GENOTONORM KABIPEN 12 mg POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE,Pfizer S.L.,01/10/1993,Autorizado,01/10/1993,H01AC01,SOMATROPINA,1,SI,NO,Uso Hospitalario,Biológicos,NO,NO,GENOTONORM
10617,60154,"DORMIDINA DOXILAMINA 12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA",Esteve Pharmaceuticals S.A.,01/09/1993,Autorizado,01/09/1993,R06AA09,"DOXILAMINA, HIDROGENOSUCCINATO DE",1,SI,NO,Sin Receta,,SI,NO,DORMIDINA
10618,60176,SECALIP 200 mg CAPSULAS,Lacer S.A.,01/09/1997,Autorizado,01/09/1997,C10AB05,FENOFIBRATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,SECALIP
10619,51293,MINODIAB 5 mg COMPRIMIDOS,Pfizer S.L.,01/06/1973,Autorizado,01/06/1973,A10BB07,GLIPIZIDA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,SI,NO,MINODIAB
